Time (min:sec.ms),Engine Speed (RPM),Lambda Spec (),Lambda B1 Actual (),Lambda B2 Actual (),Fuel Injector (ms),STFT B1 (),STFT B2 (),HPFP Actual (hPa),HPFP Spec (hPa),Spark Advance (°),Accelerator Pedal (%),Throttle Position Actual (%),Boost Spec (mBar),Boost Actual (mBar),Knock Cylinder 1 (°),Knock Cylinder 2 (°),Knock Cylinder 3 (°),Knock Cylinder 4 (°),Knock Cylinder 5 (°),Knock Cylinder 6 (°),Bypass Valve (°),Air Mass (mg/stk),Intake Air Temp (°C),HPFP Capacity % (%),LPFP Pressure (Hpa),Engine Torque (NM),LPFP Pump Duty (%)
00:01.521,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,444.521,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.531,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,439.96,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.542,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.551,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.561,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.571,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.583,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.591,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.602,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.611,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,143.637,62.25,11.714,5020.14,60.25,48.418
00:01.622,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.714,5020.14,60.25,48.418
00:01.630,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.714,5020.14,60.25,48.418
00:01.641,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5020.14,60.25,48.418
00:01.650,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.25,48.418
00:01.661,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.670,681,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.683,682,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.690,682,0.996,1.018,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.701,682,0.996,1.017,1.014,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.711,682,0.996,1.017,1.017,0.812,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.721,682,0.996,1.017,1.017,0.824,-2,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.731,682,0.996,1.017,1.017,0.824,-1,0,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.742,682,0.996,1.017,1.017,0.824,-1,-1,40187.803,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.751,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40304.551,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.762,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.771,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.783,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.792,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,446.096,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.801,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,440.79,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.811,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.822,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.831,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.842,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.852,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.861,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.871,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,58.934,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.884,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,145.121,62.25,11.675,5004.22,60.906,48.418
00:01.891,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.675,5004.22,60.906,48.418
00:01.901,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.675,5004.22,60.906,48.418
00:01.911,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5004.22,60.906,48.418
00:01.922,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.906,48.418
00:01.932,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:01.942,682,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:01.951,677,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:01.961,677,0.996,1.017,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:01.972,677,0.996,1.018,1.017,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:01.984,677,0.996,1.018,1.014,0.824,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:01.991,677,0.996,1.018,1.014,0.84,-1,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.002,677,0.996,1.018,1.014,0.84,-2,-1,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.011,677,0.996,1.018,1.014,0.84,-2,0,40267.403,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.021,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40171.883,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.031,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,6.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.041,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.051,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.061,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,447.34,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.071,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,441.287,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.083,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.091,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.101,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.111,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.121,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.130,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.141,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,59.139,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.152,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,143.637,62.25,11.649,5020.14,60.063,48.418
00:02.162,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,11.649,5020.14,60.063,48.418
00:02.170,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,11.649,5020.14,60.063,48.418
00:02.184,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5020.14,60.063,48.418
00:02.191,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,60.063,48.418
00:02.202,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.418
00:02.213,677,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.222,656,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.231,656,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.242,656,0.996,1.018,1.014,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.251,656,0.996,1.018,1.018,0.84,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.261,656,0.996,1.018,1.018,0.98,-2,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.273,656,0.996,1.018,1.018,0.98,-1,0,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.284,656,0.996,1.018,1.018,0.98,-1,-1,40357.618,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.291,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,40185.149,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.303,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,12.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.312,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.321,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,3.922,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.333,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,469.064,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.342,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,442.863,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.352,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.362,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.371,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.382,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.392,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.401,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.410,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,57.806,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.422,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,155.803,62.25,12.334,5009.527,69.875,48.412
00:02.431,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,12.334,5009.527,69.875,48.412
00:02.441,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,12.334,5009.527,69.875,48.412
00:02.451,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5009.527,69.875,48.412
00:02.461,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,69.875,48.412
00:02.471,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.412
00:02.483,656,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.491,688,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.501,688,0.996,1.018,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.511,688,0.996,1.015,1.018,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.522,688,0.996,1.015,1.015,0.98,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.531,688,0.996,1.015,1.015,0.94,-1,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.542,688,0.996,1.015,1.015,0.94,-2,-1,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.551,688,0.996,1.015,1.015,0.94,-2,0,40187.803,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.562,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41535.71,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.571,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,3.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.583,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.591,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,4.706,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.602,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,488.218,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.611,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,486.394,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.623,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.631,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.642,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.652,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.661,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.671,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.683,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,58.011,160,62.25,13.353,5014.833,62.719,48.409
00:02.692,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,160,62.25,13.353,5014.833,62.719,48.409
00:02.702,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,13.353,5014.833,62.719,48.409
00:02.711,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,13.353,5014.833,62.719,48.409
00:02.722,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,5014.833,62.719,48.409
00:02.732,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,62.719,48.409
00:02.742,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.409
00:02.752,688,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.761,702,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.770,702,0.996,1.015,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.783,702,0.996,1.01,1.015,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.792,702,0.996,1.01,1.014,0.94,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.801,702,0.996,1.01,1.014,0.848,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.810,702,0.996,1.01,1.014,0.848,-2,0,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.822,702,0.996,1.01,1.014,0.848,-2,-1,40564.58,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.831,702,0.996,1.01,1.014,0.848,-2,-1,40914.824,41169.546,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.841,702,0.996,1.01,1.014,0.848,-2,-1,40914.824,40604.38,-2.5,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.851,702,0.996,1.01,1.014,0.848,-2,-1,40914.824,40604.38,-1,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.861,702,0.996,1.01,1.014,0.848,-2,-1,40914.824,40604.38,-1,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
00:02.871,702,0.996,1.01,1.014,0.848,-2,-1,40914.824,40604.38,-1,14.51,3.922,457.207,473.293,0,0,0,0,0,0,59.55,156.736,62.25,12.799,4969.726,59.875,48.41
